,Unnamed: 0,公司名称,注册地址-国家代码,全球行业分类标准（GICS）代码,最新的报表日期,报表模板（3类）,合并报表代码,"总收入
千 CNY
最新可用年份","员工数量
最新可用年份",ISIN索引号,公司简介,主营业务单元情况,主要经营活动,主要产品和服务,国内主要国家,国外主要国家或地区,公司成立日期,公司成立年份
2258,2259.0,Civmec Limited,SG,20103010.0,2023-12-31,IND,C1,4003052.98747725,3400,SG2E68980290,"The company is engaged in the provision of engineering services. It was incorporated in the year 2010. The registered head office of the company is located in Singapore, Singapore. The company is primarily involved in applying principles of engineering in the design, development and utilization of machines, materials, instruments, structures, processes and systems. It is involved in the following activities: the provision of advice, the preparation of feasibility studies, the preparation of preliminary and final plans and designs, the provision of technical services during the construction or installation phase, the inspection and evaluation of engineering projects, and related services. The company principally conducts its business operations within the country.",Engaged in the provision of engineering services,Services,"Provision of advice, the preparation of feasibility studies, the preparation of preliminary and final plans and designs, the provision of technical services during the construction or installation phase, the inspection and evaluation of engineering projects, and related services",Singapore,,2010-01-01,2010.0
5633,5634.0,Sdai Limited,SG,25501010.0,2022-12-31,IND,C1,71070.5720291066,n.a.,SG2D45972171,"The company is engaged in the sale of household furniture. It was incorporated in 2011 and has its registered head office located in Singapore, Singapore.The company offers a wide range of products including kitchen systems comprising of kitchen cabinets, sinks, mixers, kitchen tops, as well as kitchen appliances which include built-in microwave ovens, built-in ovens, built-in coffee machine, built-in dishwashers, cook-tops, cooker hoods, refrigerators, freezers, wine storage units, and other kitchen furniture. These products are manufactured overseas under different international brands by its suppliers and are imported for sale and distribution by the Group in Singapore and Malaysia.",Sale of household furniture,Wholesale,"Kitchen systems comprising of kitchen cabinets, sinks, mixers, kitchen tops, as well as kitchen appliances which include built-in microwave ovens, built-in ovens, built-in coffee machine, built-in dishwashers, cook-tops, cooker hoods, refrigerators, freezers, wine storage units",Singapore,Malaysia,2011-01-01,2011.0
4031,4032.0,Overseas Education Limited,SG,25302010.0,2023-12-31,IND,C1,475797.572763549,n.a.,SG2F49989922,The company is engaged in the provision of education and related services in Singapore. It was incorporated in the year 2011 and conducts its business from its registered head office which is located in the city of Singapore.The company is a foreign school system in Singapore offering the K-12 IB curriculum. It provides a globalised multi-cultural environment to children aged between 3 and 18 years.,Engaged in the provision of education and related services in Singapore,Services,Education and related services,Singapore,,2011-01-01,2011.0
4203,4204.0,Cnmc Goldmine Holdings Limited,SG,15104030.0,2023-12-31,IND,C1,382732.655429739,n.a.,SG2D72974892,"The company is engaged in the management activities of a holding company. It was incorporated in 2011, and has its registered business office located in Singapore, Singapore.The company handles the administrative affairs and services of a holding company and grants management services to its subsidiaries. It also provides financial support and control function for the board. Furthermore, the company is responsible for managing the group and its overall legal structure, tax planning, financial and equity structures. In addition, it is involved in matters of policy, strategic planning, marketing, selecting and manning senior management positions, approving investments and budgets, and the overall ongoing monitoring of the group companies' performance.",Engaged in the management activities of a holding company,Services,Management activities of a holding company,Singapore,,2011-01-01,2011.0
5427,5428.0,Singapore Institute of Advanced Medicine Holdings Ltd.,SG,,2023-06-30,IND,C1,89831.286022696,108,SGXE79544776,"This company is engaged in the management of companies and enterprises. It was incorporated in 2011 and conducts business from its registered head office located in Singapore, Singapore. The company, through its subsidiaries, provides imaging and oncology centre, as well as proton therapy services. It is responsible for managing the group and its overall legal structure, tax planning, financial and equity structures as well as involved in matters of policy, strategic planning, marketing, selecting and manning senior management positions, approving investments and budgets, and the overall ongoing monitoring of the group companies' performance. The company serves customers in Singapore.",Engaged in the management of companies and enterprises,Services,Management of companies and enterprises,Singapore,,2011-01-01,2011.0
11882,11883.0,Mayur Resources Limited,SG,15104020.0,2023-06-30,IND,C1,n.a.,n.a.,AU000000MRL9,"This company is focused on acquiring, exploring and developing mineral and energy development opportunities in Papua New Guinea (PNG) and neighboring countries. It incorporated in 2011 and conducts business from its registered head office which is strategically located in Singapore, Singapore. The company develops industrial minerals, such as construction sands, magnetite sands, heavy mineral sands, and limestone, as well as gold and copper deposits. The company develops Orokolo Bay Industrial Sands project located along the southern coast of PNG. It also holds three copper gold exploration licenses; and interest in the Depot Creek coal project consists of low ash, low sulphur, and sub-bituminous thermal coals located in the Gulf province of PNG.","Focused on acquiring, exploring and developing mineral and energy development opportunities in Papua New Guinea (PNG) and neighboring countries",Services,"Acquiring, exploring and developing mineral and energy development opportunities in Papua New Guinea (PNG) and neighboring countries",Singapore,,2011-01-01,2011.0
3555,3556.0,TA Corporation LTD,SG,20103010.0,2023-12-31,IND,C1,837717.946785397,n.a.,SG2D87975520,"The company is a Singapore based firm active in the real estate industry. It is primarily engaged in the acquisition, management, leasing, operation, and sale of all types of real estate. It started its business operation in the year 2011 and conducts business from its registered corporate office which is strategically located in Singapore, Singapore. It is registered as a limited company.The company acts as a lessor and operator of buildings used as residences or dwellings, such as single-family homes, apartment buildings, and town homes. The company also carries a portfolio of non-residential properties, such as commercial office buildings, as well as industrial buildings. In addition, the company provides full service office spaces on a lease or service contract basis. It mainly operates its business within the domestic market.","Engaged in the acquisition, management, leasing, operation, and sale of all types of real estate",Services,"Acquisition, management, leasing, operation, and sale of all types of real estate",Singapore,,2011-01-01,2011.0
758,759.0,Japfa LTD,SG,30202030.0,2023-12-31,IND,C1,31638632.7864612,n.a.,SG1AB9000005,"The entity operates as a holding firm. It was incorporated in October of the year 2008. The registered head office of the company is strategically located in the city of Singapore, Singapore. The company handles the administrative affairs and services of a holding company and grants management services to its subsidiaries. It is also responsible in managing its subsidiaries and its overall legal structure, tax planning, financial and equity structures. In addition, the company is involved in matters of policy, strategic planning, marketing, selecting and manning senior management positions, approving investments and budgets, and the overall ongoing monitoring of its subsidiaries' performance. It principally conducts its business operations within the country.",Operates as a holding firm,Services,Handles the administrative affairs and services of a holding company and grants management services to its subsidiaries,Singapore,,2011-01-01,2011.0
3052,3053.0,Keppel DC Reit,SG,60108050.0,2023-12-31,IND,C1,1521300.77552131,n.a.,SG1AF6000009,"This company operates as a real estate investment trust, based in Singapore. Headquartered in Singapore, the company was established with the investment strategy of principally investing, directly or indirectly, in a diversified portfolio of income-producing real estate assets which are used primarily for data centre purposes, as well as real estate-related assets, with an initial focus on Asia-Pacific and Europe. The company's portfolio includes two data centers each in Singapore and Australia, as well as one property in Malaysia and three in Europe. It is the first data centre REIT listed in Asia on the Main Board of the SGX-ST. The company is part of the Singapore-based Keppel Corporation Limited, whose core businesses are offshore and marine, infrastructure, property investment and development, telecommunications and transportation, energy, and engineering.","Operates as a real estate investment trust, based in Singapore",Services,Real estate investment trust,Singapore,Australia; Malaysia; Europe,2011-01-01,2011.0
7570,7571.0,Luminor Financial Holdings Limited,SG,60201030.0,2023-12-31,IND,C1,3455,n.a.,SG2E72981474,"The company is a Singapore based firm active in the real estate industry. It is primarily engaged in the acquisition, management, leasing, operation, and sale of all types of real estate. It started its business operation in the year 2011 and conducts business from its registered corporate office which is strategically located in Singapore, Singapore. It is registered as a housing cooperative company.The company acts as a lessor and operator of buildings used as residences or dwellings, such as single-family homes, apartment buildings, and town homes. The company also carries a portfolio of non-residential properties, such as commercial office buildings, as well as industrial buildings. In addition, the company provides full service office spaces on a lease or service contract basis. It mainly operates its business within the domestic market.","Engaged in the acquisition, management, leasing, operation, and sale of all types of real estate",Services,"Acquisition, management, leasing, operation, and sale of all types of real estate",Singapore,,2011-01-01,2011.0
4844,4845.0,Aoxin Q & M Dental Group Limited,SG,35102015.0,2023-12-31,IND,C1,180228,n.a.,SG1DF9000000,"This company operates as a holding company whose subsidiaries are engaged in the operation of dental clinics. It conducts business from its registered head office located in Singapore, Singapore.The company handles the administrative affairs and grants management services to its subsidiaries. It also provides financial support and control function for the board. Furthermore, the company is responsible for managing the group and its overall legal structure, tax planning, financial and equity structures. In addition, the company is involved in matters of policy, strategic planning, marketing, selecting and manning senior management positions, approving investments and budgets, and the overall ongoing monitoring of the group companies' performance.",Operates as a holding company whose subsidiaries are engaged in the operation of dental clinics,Services,Operation of dental clinics,Singapore,,2011-01-01,2011.0
7563,7564.0,Medi Lifestyle Limited,SG,20202010.0,2023-12-31,IND,C1,3492.84151424741,n.a.,SG2D67974808,"The company is engaged in the management activities of a holding company. It has its registered business office located in Singapore, Singapore. It was incorporated in the year 2011.The company handles the administrative affairs and services of a holding company and grants management services to its subsidiaries. It also provides financial support and control function for the board. Furthermore, the company is responsible for managing the group and its overall legal structure, tax planning, financial and equity structures. In addition, it is involved in matters of policy, strategic planning, marketing, selecting and manning senior management positions, approving investments and budgets, and the overall ongoing monitoring of the group companies' performance.",Engaged in the management activities of a holding company,Services,Management activities of a holding company,Singapore,,2011-01-01,2011.0
6649,6650.0,Nauticawt Limited,SG,10101020.0,2023-12-31,IND,C1,17168.26083789,n.a.,SG1BE2000004,"This company is engaged in the provision of oil and gas field services. It started its operations in 2011. The registered business office of the company is located in Singapore, Singapore. The company offers hydraulic fracturing service, which involves pumping a mixture of liquids, proppant, and chemicals into a well under high pressure to create fractures in reservoir and force the increased flow of oil, natural gas, and/or gas condensate; and workover services, a process of performing maintenance or remedial treatment of oil and gas wells. It serves both private and public organizations. The company has its active operations within the country.",Engaged in the provision of oil and gas field services,Services,"Hydraulic fracturing service, which involves pumping a mixture of liquids, proppant, and chemicals into a well under high pressure to create fractures in reservoir and force the increased flow of oil, natural gas, and/or gas condensate; and workover services, a process of performing maintenance or remedial treatment of oil and gas wells",Singapore,,2011-01-01,2011.0
1558,1559.0,Hutchison Port Holdings Trust,SG,20305030.0,2023-12-31,IND,C1,9445675.39187743,n.a.,SG2D00968206,"This establishment operates as the first publicly traded container port business trust. It was incorporated in 2011. The registered head office of the company is located in Singapore, Singapore. The establishment is a container port business trust. The Trust invests in, develops, operates, and manages deep-water container ports in the Pearl River Delta. It also invests in other types of port assets such as river ports, as well as undertake certain port ancillary services that include warehousing and distribution services.Listed on the Singapore Exchange (SGX), the company is affiliated with Hutchison Ports, the global leader in the container port industry by throughput and a subsidiary of CK Hutchison Holdings Limited.",Operates as the first publicly traded container port business trust,Services,"Invests in, develops, operates, and manages deep-water container ports in the Pearl River Delta",Singapore,,2011-01-01,2011.0
6438,6439.0,Revez Corporation LTD,SG,20107010.0,2023-12-31,IND,C1,23772.2715546422,n.a.,SGXE83751573,"The company, founded in August of 2011, is engaged in the distribution and installation of imported timber products which are environmentally-friendly. Its registered head office, showroom and two warehouses in Singapore City occupy an aggregate built-in area of approximately 38,816 square feet.As Singapore's market-leading providers of timber flooring, the company offers its customers more than 30 types of timber species (including teak, American walnut, American oak and European oak) to cater to their preferences and budgets. Its caters to both private and public sector projects, but deals largely with the residential sector. Its products include solid timber strips, solid timber planks, engineered wood, wood-plastic composite, and flooring accessories (including nails, air guns, glues, varnishes, grinding machines, and buffing machines). Its products are sold under the Tech-Wood brand.As a timber flooring specialist contractor, the company has installed millions of square feet of timber flooring in Singapore region. It purchases timber products directly from its suppliers mainly in Australia, Indonesia, China, Singapore and Paraguay.",Engaged in the distribution and installation of imported timber products which are environmentally-friendly,Wholesale; Services,Imported timber products which are environmentally-friendly,Singapore,"Australia, Indonesia, China, Singapore and Paraguay",2011-01-01,2011.0
3233,3234.0,Parkson Retail Asia Limited,SG,25503030.0,2023-12-31,IND,C1,1221779.90554832,n.a.,SG2D81975377,"The company is an investment holding firm that is engaged in the operation and management of department stores in Malaysia, Vietnam, and Indonesia. It was incorporated in the year 2001 and conducts its business from its registered head office located in Singapore City, Singapore.The company operates and manages a network of 50 stores (including one supermarket), spanning 497,108 sqm of retail space across cities in Malaysia, Vietnam and Indonesia. Its stores offer fashion and lifestyle products under various categories, including fashion and apparel; cosmetics and accessories; household, electrical goods, and others; and groceries and perishables to consumers in the middle and upper middle income segment. The company also involves the retail and operation of a shopping centre; upgrade and leasing of retail space for the establishment of a department store; and provision of management and consulting services on real estate, as well as marketing services in relation to department stores.","Investment holding firm that is engaged in the operation and management of department stores in Malaysia, Vietnam, and Indonesia",Services,Investment holding,Singapore,Malaysia; Vietnam; Indonesia,2011-01-01,2011.0
6417,6418.0,Noontalk Media Limited,SG,50202010.0,2023-12-31,IND,C1,24624.0761376151,61,SGXE33048260,"This company is recognized as one of Singapore's leading Chinese media entertainment companies. It was founded by Dasmond Koh in 2011, and conducts business from its registered head office located in Singapore, Singapore.The company aims to be at the forefront of media entertainment experiences, continuously seeking new opportunities to deliver on its promise and passion. Some of its artists are Xu Bin, Zong Zijie, Kimberly Chia, Timothee Yap, Damien Teo, Angel Lim, Joshua Chia, Jeffrey Cheng, and Grace Teo.",Media entertainment services,Services,Media entertainment services,Singapore,,2011-01-01,2011.0
5379,5380.0,Kori Holdings Limited,SG,20103010.0,2023-12-31,IND,C1,96833.5418795977,n.a.,SG2F40988253,"The firm is a Singapore based holding company engaged in the provision of management and financial services to its subsidiary companies. The company was incorporated in the year 2012. Its registered business office is based in Singapore, Singapore.The company handles the administrative affairs and grants management services to its subsidiaries. It also provides financial support and control function for the board. Furthermore, the company is responsible for managing the group and its overall legal structure, tax planning, financial and equity structures. In addition, the company is involved in matters of policy, strategic planning, marketing, selecting and manning senior management positions, approving investments and budgets, and the overall ongoing monitoring of the group companies' performance.",A Singapore based holding company engaged in the provision of management and financial services to its subsidiary companies,Services,Management and financial services,Singapore,,2012-01-01,2012.0
5335,5336.0,Yinda Infocomm Limited,SG,50101020.0,2023-11-30,IND,C1,102959.199953984,n.a.,SG1BF8000005,"This firm is engaged in the provision of regional integrated and innovative communication solutions and services. Its registered business office is based in Singapore, Singapore.The company offers integrated and innovative communications solutions and services to communications network operators and communications network equipment vendors to suit the evolving needs of mobile device users. Its comprehensive solutions and services encompass a wide spectrum of solutions and services in the telecommunications value chain. Through its solutions and services, the company provides seamless access to wireless connectivity among mobile device users.",Engaged in the provision of regional integrated and innovative communication solutions and services,Services,Integrated and innovative communications solutions and services to communications network operators and communications network equipment vendors to suit the evolving needs of mobile device users,Singapore,Thailand; the Philippines and Malaysia,2012-01-01,2012.0
5685,5686.0,GDS Global Limited,SG,20102010.0,2023-09-30,IND,C1,65935.5863669795,83,SG2F65991521,"This company operates as a investment holding firm which is engaged in the provision of commercial and industrial door, and shutter solutions in Singapore and the South East Asia region. It was founded in 1982 and has its registered office in Singapore, Singapore. The company's business operation specializes in offering a range of door and shutter products comprising industrial, commercial, hangar, and special applications door systems, as well as fire-rated shutter systems. It provides Gliderol Australia's roller door and bi-fold door products under the Gliderol and Renlita brands, as well as proprietary door and shutter systems under the Gliderol brand. The company also distributes Butzbach door products and for Won-Door door products. In addition, it offers service and maintenance works, as well as specialist engineering and consultancy services in the customization of door and shutter solutions; and manufactures metal doors, window and door frames, and grilles and gratings. The company's products are used by end users in a range of industries, including manufacturing, retail, food processing, hospitality, health, education, aerospace, and security and defense. It operates mainly in Singapore and serves commercial and industrial building companies in the United Arab Emirates, Qatar, Bahrain, Oman, Kuwait, Thailand, Brunei, Malaysia, and Australia.","Operates as a investment holding firm which is engaged in the provision of commercial and industrial door, and shutter solutions in Singapore and the South East Asia region",Services,"Commercial and industrial door, and shutter solutions",Singapore,South East Asia; United Arab Emirates; Qatar; Bahrain; Oman; Kuwait; Thailand; Brunei; Malaysia; Australia,2012-01-01,2012.0
5609,5610.0,Boldtek Holdings Limited,SG,20103010.0,2023-12-31,IND,C1,72565.5136286831,n.a.,SG2F47989262,"The company is a management holding firm whose subsidiaries are engaged building construction works as well as supply and installation of furniture/interior fitting-out works in Singapore. It was incorporated in the year 2012 and conducts its business from its registered head office located in the city of Singapore.The company handles the administrative affairs and services of a holding company and grants management services to its subsidiaries. It also provides financial support and control function for the board. Furthermore, the company is responsible for managing the group and its overall legal structure, tax planning, financial and equity structures. In addition, it is involved in matters of policy, strategic planning, marketing, selecting and manning senior management positions, approving investments and budgets, and the overall ongoing monitoring of the group companies' performance.",Management holding firm whose subsidiaries are engaged building construction works as well as supply and installation of furniture/interior fitting-out works in Singapore,Services,Management holding,Singapore,,2012-01-01,2012.0
11840,11841.0,I M Quarries Limited,SG,15104020.0,2023-09-30,IND,C1,n.a.,n.a.,AU000000IM14,"This company is primarily engaged in investing and holding mining assets. It was established in 2011 and has its head office in Singapore, Singapore.The company strives to seek new assets and investment opportunities to bring even greater shareholder value. It aims to create good shareholder returns through prudent investments and professional management of its assets. The company's single largest mining asset, Houyao Garnet Tenement, bears approximately 20.43 million tonnes of JORC Defined Mineral Resource. The company is able to supply industrial garnet sand of various standard and non-standard sizes of high concentration, as well as architectural garnet slabs for building and interior-deco purposes. In addition, the company supplies garnet sculptures made from garnet rocks.",Engaged in investing and holding mining assets,Services,Investing and holding mining assets,Singapore,,2012-01-01,2012.0
4304,4305.0,BHG Retail Reit,SG,60107010.0,2023-12-31,IND,C1,341739.947508393,n.a.,SG1CD7000009,"This company operates as a real estate investment trust launched and managed by BHG Retail Trust Management Pte. Ltd. It has its registered business office based in Singapore. The company invests, directly or indirectly, in a diversified portfolio of income-producing real estate which is primarily used for retail purposes as well as real estate-related assets in relation to the foregoing, with an initial focus on China. It is sponsored by an established homegrown retail property operator in the PRC, the Beijing Hualian Department Store Co., Ltd.",Operates as a real estate investment trust launched and managed by BHG Retail Trust Management Pte. Ltd,Services,A real estate investment trust,Singapore,,2012-01-01,2012.0
5351,5352.0,Versalink Holdings Limited,SG,20201060.0,2023-08-31,IND,C1,100441.198989697,n.a.,SG1AC9000003,"This holding company is primarily engaged in the management and administration of its subsidiaries and affiliates. The company was incorporated in 2012. It has a registered office located in Singapore City, Singapore.As a holding company, it provides group planning and strategy. In particular, the company also exercises financial control over its subsidiaries, settles their general policy and appoints their top managements, as well as provides central services.It is a holding company that owns enough voting stock in another company to control management and operations by influencing or electing its board of directors. One of the company's subsidiaries is Versalink Marketing Sdn Bhd, a world-class manufacturer and exporter of office system furnitures. Versalink is a premier Malaysian brand of high quality office furniture.",Engaged in the management and administration of its subsidiaries and affiliates,Services,Holding company,Singapore,,2012-01-01,2012.0
3794,3795.0,Isoteam LTD,SG,20103010.0,2023-12-31,IND,C1,615130.629255926,317,SG2F95994529,"The company is an entity that is engaged in the provision of general construction and civil engineering services. It started its operations in 2012. The registered business office of the company is located in Singapore, Singapore.The company is principally involved in the provision of a wide range of construction services. It specializes in residential, commercial and light industrial new construction and the reconstruction of existing buildings including specific demolition, structural remodeling, interior finish out, facade upgrades, and value engineering of all areas in construction. The company is also involved in providing building conversion and modernization services; fitting out and furnishing services; and interior decoration and design services.It serves both private and public organizations, as well as private individuals.",Engaged in the provision of general construction and civil engineering services,Services,General construction and civil engineering services,Singapore,,2012-01-01,2012.0
4082,4083.0,Amcorp Global Limited,SG,60201030.0,2023-09-30,IND,C1,447529.0920369,22,SG2F79993489,"This company operates as an investment holding company. It was incorporated in 2012 and has its registered business office based in Singapore.The company is regional real estate developer and investor in Singapore, Malaysia, Thailand, Australia, and New Zealand. It operates through three segments: Property Development, Hotel Operations, and Investment Properties. It undertakes residential, commercial, and industrial property development projects; invests in properties, such as hotels in Australia; and provides short-term accommodation in New Zealand. It operates as a subsidiary of TEE International Limited, an integrated engineering, real estate and infrastructure group.",Operates as an investment holding company,Services,"Real estate development and investment (undertakes residential, commercial, and industrial property development projects; invests in properties, such as hotels in Australia; and provides short-term accommodation in New Zealand)",Singapore,Malaysia; Thailand; Australia; New Zealand,2012-01-01,2012.0
4000,4001.0,Choo Chiang Holdings LTD,SG,25504030.0,2023-12-31,IND,C1,494645.278492491,n.a.,SG1BE5000001,"This firm is a Singapore based holding company engaged in the provision of management and financial services to its subsidiary companies. The company was incorporated in 2014. Its registered business office is based in Singapore, Singapore. The company handles the administrative affairs and grants management services to its subsidiaries. It also provides financial support and control function for the board. Furthermore, the company is responsible for managing the group and its overall legal structure, tax planning, financial and equity structures. In addition, the company is involved in matters of policy, strategic planning, marketing, selecting and manning senior management positions, approving investments and budgets, and the overall ongoing monitoring of the group companies' performance.",Engaged in the provision of management and financial services to its subsidiary companies,Services,Provision of management and financial services to its subsidiary companies,Singapore,,2012-01-01,2012.0
3802,3803.0,Grand Venture Technology Limited,SG,20106020.0,2023-12-31,IND,C1,611512.972653098,n.a.,SGXE82751350,"This company is engaged in the production of precision machining and sheet metal components. It was incorporated in 2012. The registered business office of the company is located in Singapore, Singapore. The company offers precision machining services, such as computerized numerical control CNC vertical and horizontal milling, CNC large format vertical milling, CNC turning, CNC vertical turning, Conventional turning, milling and grinding, surface finishing, and 2D/3D programming; and sheet metal fabrication, including CNC laser cutting, CNC press brake bending, and MIG/TIG/spot welding. It also provides mechanical assembly, electrical/electronic assembly, supply chain management, project management, change management, ERP assembly services. The company serves the semiconductor, analytical/life science, electronics, and industrial automation industries.",Engaged in the production of precision machining and sheet metal components,Manufacturing,"Offers precision machining services, such as computerized numerical control CNC vertical and horizontal milling, CNC large format vertical milling, CNC turning, CNC vertical turning, Conventional turning, milling and grinding, surface finishing, and 2D/3D programming; and sheet metal fabrication, including CNC laser cutting, CNC press brake bending, and MIG/TIG/spot welding",Singapore,,2012-01-01,2012.0
6089,6090.0,Asiaphos Limited,SG,15101050.0,2023-12-31,IND,C1,39770.33853296,n.a.,SG2G24997246,"The company is an entity based in Singapore that operates as a resource mining company with rights to explore and mine phosphate. It started its operations in January of 2012. The registered business office of the company is located in Singapore, Singapore.The company is principally involved in exploring and mining of phosphate, a valuable and non-renewable natural resource. It processes and refines raw phosphate rocks and produce downstream phosphate-based chemical products which will include P4, phosphoric acid, STPP and SHMP and other phosphate chemicals.The company aims to be a world-class phosphate manufacturer by focusing on quality, sustainability and environmental management. It also strives towards mutual prosperity for all its stakeholders as responsible corporate citizen.",Operates as a resource mining company with rights to explore and mine phosphate,Manufacturing,A resource mining company,Singapore,,2012-01-01,2012.0
11405,11406.0,Asaplus Resources Limited,SG,15104050.0,2023-06-30,IND,C1,n.a.,n.a.,AU000000AJY4,"This company is engaged in the exploration and development of full production iron ore mines. It was incorporated in April 2012 and has a registered head office based in Singapore.The company owns the exploration rights to the Silverstone Project, an iron ore exploration tenement located on the west side of the Dai Yun mountains in Datian County, Fujian Province in the People's Republic of China. The company is involved in the acquisition, exploration, and development of mineral properties.The company's strategy is to create shareholder value through conducting successful exploration program on the Silverstone Project and, if found to be economically viable, and to bring it to production.",Engaged in the exploration and development of full production iron ore mines,Manufacturing,Full production iron ore mines,Singapore,,2012-01-01,2012.0
3428,3429.0,Jumbo Group Limited,SG,25301040.0,2023-09-30,IND,C1,978849.928865916,n.a.,SG1CA7000005,"This company is an investment holding company that operates and manages a network of restaurants in Singapore and the People's Republic of China. It was founded in 1987 and is headquartered in Singapore.The company an investment holding company, operates and manages a network of restaurants in Singapore and the People's Republic of China. It operates approximately 22 outlets under the Jumbo Seafood, Ng Ah Sio Bak Kut Teh, YOSHIMARU ramen bar, JPOT Hotpot Singapore Style, Chui Huay Lim Teochew Cuisine, Singapore Seafood Republic, JUMBO Catering, and J Cafe - Singapore's Local Delights brands. The company also offers catering services. In addition, it sells packaged Jumbo chilli crab pastes, black pepper crab spice mixes, and Teochew style bak kut teh spice mixes through its outlets, as well as selected stores, supermarkets, and travel agencies; and through its online shop, jumboeshop.com.sg.",Investment holding company that operates and manages a network of restaurants in Singapore and the People's Republic of China,Services,Operates and manages a network of restaurants,Singapore,People's Republic of China,2012-01-01,2012.0
2199,2200.0,JB Foods Limited,SG,30202030.0,2023-12-31,IND,C1,4256056.84991437,n.a.,SG1BH1000008,"The company is primarily engaged in the manufacture of cocoa butter, cocoa powder, cocoa liquor and related cocoa ingredients. The company was founded in the year 1980. The registered head office of the company is located in Singapore, Singapore. The company is listed on the Mainboard of the Singapore Exchange Securities Trading Limited under the ticker symbol SGX-ST.The company specializes in the production and sale of cocoa ingredient products, namely cocoa butter, cocoa powder, cocoa liquor and cocoa cake. The company's products are sold under the JBCocoa brand name. The company's Qualiyt Management System is certified in accordance with ISO 9001:2008.","Primarily engaged in the manufacture of cocoa butter, cocoa powder, cocoa liquor and related cocoa ingredients",Manufacturing,"Cocoa butter, cocoa powder, cocoa liquor and related cocoa ingredients",Singapore,,2012-01-01,2012.0
4344,4345.0,Eurosports Global Limited,SG,25504050.0,2023-09-30,IND,C1,325474.762215795,80,SG2G55000001,"This company is engaged in the wholesale distribution of ultra-luxury automobiles and luxury automobiles. It was established in 1998. The registered business office of the company is located in Singapore, Singapore.The company offers new ultra-luxury automobiles and luxury automobiles, as well as pre-owned automobiles. It distributes automobiles brands primarily comprising Lamborghini, Pagani, and Alfa Romeo; and customized automobiles supplied by Touring Superleggera. The company also provides after-sales services, including maintenance and repair, and breakdown assistance services; and sells automobile parts and accessories, such as body components, under-carriage components, engine parts, and batteries. In addition, the company operates an automobile leasing business. The company is active and operational in Singapore.",Engaged in the wholesale distribution of ultra-luxury automobiles and luxury automobiles,Wholesale,"New ultra-luxury automobiles and luxury automobiles; Pre-owned automobiles; Customized automobiles; Maintenance and repair; and breakdown assistance services; Automobile parts and accessories (body components, under-carriage components, engine parts, and batteries); Automobile leasing",Singapore,,2012-01-01,2012.0
3853,3854.0,FAR East Hospitality Trust,SG,60103010.0,2023-12-31,IND,C1,578622.940609289,n.a.,SG2F08984575,"The company is engaged in the activities of an investment trust. The registered business office of the company is located in Singapore.The company is principally involved in providing fiduciary, wealth management, investment advisory, financial planning, insurance, broker-dealer, lending, deposit-taking services, and other related financial services. It is also involved in dealing in investment trust warrants, capital shares, and warrants of other companies. The company's main objective is to achieve capital and income growth from investment concentrated in higher yielding equities and taking advantage of opportunities in other markets and securities when appropriate.It conducts its business operations within the country.",Engaged in the activities of an investment trust,Services,Activities of an investment trust,Singapore,,2012-01-01,2012.0
3622,3623.0,Triyards Holdings Limited,SG,20106010.0,2017-08-31,IND,C1,768959.656400586,n.a.,SG2F20985956,"The company, with registered head office located in Singapore, Singapore, is an investment holding company that is engaged in the provision of engineering, fabrication, and ship construction solutions primarily in the Americas and Singapore. It offers vessel design and building services, including engineering, construction, and/or conversion; and vessel and rig repair and overhaul services. The company is also involved in the fabrication and assembly of jack-ups, offshore platforms, jacket and steel structures, and topsides; and design and/or fabrication of offshore equipment consisting of specialized heavy lift cranes, winches, A-frames, catenary anchor leg mooring buoys, and deck machinery. It serves offshore, marine, and industrial sectors, as well as vessel owners and offshore operators. The company was incorporated in 2012.","Investment holding company that is engaged in the provision of engineering, fabrication, and ship construction solutions primarily in the Americas and Singapore",Services,"Engineering, fabrication, and ship construction solutions",Singapore,Americas,2012-01-01,2012.0
7699,7700.0,Vcplus Limited,SG,15104030.0,2023-12-31,IND,C1,2692.52938984895,n.a.,SG1CG7000002,"The company is an investment holding company, engages in the exploration, mining, processing, production, and sale of gold and related minerals. It was founded in 2011 and is based in Kuala Lumpur, Malaysia and incorporated in the Republic of Singapore in August 2015.The company holds interests in the Lubuk Mandi mine and Bukit Panji property located in Terrenganu, Malaysia. It also provides mining consultancy services.","Investment holding company, engages in the exploration, mining, processing, production, and sale of gold and related minerals",Manufacturing; Services,Gold and related minerals; Mining consultancy services,Singapore,,2012-01-01,2012.0
5819,5820.0,AGV Group Limited,SG,15104050.0,2021-06-30,IND,C1,56196.3096166637,n.a.,SG1DB3000005,"This company, through its subsidiary, is engaged in the provision of hot dip galvanizing services. It was established in 2012 and has registered headquarters located in Singapore, Singapore. The company provide a wide range of hot dip galvanizing services to customers or companies in the steel or iron fabrication markets. It offers degreasing, scale removal or pickling, pre-fluxing, rinsing, galvanizing bath, quenching, and finishing. In addition, the company is also involved in consultation and contract works relating to galvanization. It provides its products and services to utilities, public construction, telecommunications, transport, petrochemical, defense, aerospace, automotive, and general industrial markets.",Engaged in the provision of hot dip galvanizing services,Services,Hot dip galvanizing services,Singapore,,2013-01-01,2013.0
